user_id,group,price,promo_flag,country,device,converted
1,B_treatment,22.0,1,PL,Web,0
2,A_control,20.0,0,FR,Web,0
3,B_treatment,22.0,1,NL,Android,0
4,B_treatment,22.0,1,DE,iOS,0
5,A_control,20.0,0,LT,Android,0
6,B_treatment,22.0,1,FR,Android,0
7,B_treatment,22.0,1,LT,Web,0
8,B_treatment,22.0,1,DE,Web,0
9,A_control,20.0,0,PL,iOS,0
10,A_control,20.0,0,DE,Android,0
11,A_control,20.0,0,NL,Android,0
12,B_treatment,22.0,1,PL,Web,0
13,B_treatment,22.0,1,DE,Android,0
14,B_treatment,22.0,1,FR,iOS,0
15,A_control,20.0,0,LT,Android,0
16,A_control,20.0,0,PL,iOS,0
17,B_treatment,22.0,1,PL,iOS,0
18,A_control,20.0,0,FR,Web,1
19,B_treatment,22.0,1,PL,Android,0
20,B_treatment,22.0,1,FR,iOS,0
21,B_treatment,22.0,1,FR,Android,0
22,A_control,20.0,0,LT,iOS,0
23,B_treatment,22.0,1,NL,Web,0
24,B_treatment,22.0,1,DE,Android,0
25,B_treatment,22.0,1,NL,iOS,0
26,A_control,20.0,0,DE,iOS,0
27,A_control,20.0,0,FR,Web,0
28,A_control,20.0,0,PL,Web,0
29,A_control,20.0,0,NL,Web,0
30,B_treatment,22.0,1,LT,iOS,0
31,B_treatment,22.0,1,NL,Android,0
32,B_treatment,22.0,1,FR,iOS,0
33,A_control,20.0,0,DE,Web,0
34,A_control,20.0,0,LT,Android,1
35,A_control,20.0,0,PL,Web,0
36,A_control,20.0,0,FR,Android,0
37,A_control,20.0,0,DE,iOS,0
38,A_control,20.0,0,NL,Android,0
39,A_control,20.0,0,LT,Web,0
40,B_treatment,22.0,1,FR,Web,0
41,A_control,20.0,0,LT,Android,0
42,B_treatment,22.0,1,PL,iOS,0
43,B_treatment,22.0,1,FR,iOS,0
44,A_control,20.0,0,DE,iOS,0
45,B_treatment,22.0,1,LT,iOS,0
46,B_treatment,22.0,1,LT,Android,0
47,A_control,20.0,0,DE,Android,0
48,A_control,20.0,0,LT,iOS,0
49,B_treatment,22.0,1,LT,Web,1
50,A_control,20.0,0,NL,Android,0
51,A_control,20.0,0,FR,Android,0
52,A_control,20.0,0,FR,Android,0
53,B_treatment,22.0,1,FR,Web,0
54,B_treatment,22.0,1,PL,Web,0
55,B_treatment,22.0,1,NL,Web,0
56,B_treatment,22.0,1,FR,Android,0
57,A_control,20.0,0,NL,Web,0
58,B_treatment,22.0,1,FR,Android,0
59,A_control,20.0,0,PL,iOS,0
60,A_control,20.0,0,NL,iOS,0
61,B_treatment,22.0,1,DE,Web,0
62,A_control,20.0,0,DE,Web,0
63,B_treatment,22.0,1,DE,Web,0
64,B_treatment,22.0,1,DE,Web,0
65,B_treatment,22.0,1,LT,Android,0
66,B_treatment,22.0,1,DE,Web,0
67,B_treatment,22.0,1,NL,Android,0
68,A_control,20.0,0,LT,Android,0
69,A_control,20.0,0,DE,Web,0
70,A_control,20.0,0,DE,iOS,0
71,A_control,20.0,0,DE,Android,0
72,A_control,20.0,0,LT,Android,0
73,B_treatment,22.0,1,LT,Android,0
74,A_control,20.0,0,FR,Web,0
75,A_control,20.0,0,DE,Web,0
76,A_control,20.0,0,PL,Android,0
77,A_control,20.0,0,FR,Android,0
78,B_treatment,22.0,1,FR,Android,0
79,B_treatment,22.0,1,FR,iOS,0
80,B_treatment,22.0,1,DE,Android,0
81,B_treatment,22.0,1,NL,iOS,0
82,A_control,20.0,0,NL,Android,0
83,B_treatment,22.0,1,DE,Android,1
84,A_control,20.0,0,FR,Android,0
85,A_control,20.0,0,LT,iOS,0
86,A_control,20.0,0,FR,Android,0
87,B_treatment,22.0,1,PL,Android,0
88,A_control,20.0,0,LT,iOS,0
89,A_control,20.0,0,PL,Android,0
90,B_treatment,22.0,1,DE,Android,0
91,A_control,20.0,0,LT,Android,0
92,B_treatment,22.0,1,FR,iOS,1
93,A_control,20.0,0,PL,Web,0
94,A_control,20.0,0,LT,Android,0
95,A_control,20.0,0,NL,Android,0
96,B_treatment,22.0,1,DE,Web,0
97,A_control,20.0,0,LT,Web,0
98,A_control,20.0,0,LT,Web,0
99,A_control,20.0,0,FR,Web,0
100,B_treatment,22.0,1,NL,Android,1
101,B_treatment,22.0,1,LT,Web,0
102,B_treatment,22.0,1,LT,Web,0
103,A_control,20.0,0,FR,Android,0
104,B_treatment,22.0,1,NL,Android,0
105,B_treatment,22.0,1,DE,Web,0
106,B_treatment,22.0,1,LT,Web,0
107,A_control,20.0,0,PL,Web,0
108,A_control,20.0,0,DE,Android,0
109,A_control,20.0,0,PL,Android,0
110,B_treatment,22.0,1,PL,Android,0
111,A_control,20.0,0,DE,iOS,0
112,A_control,20.0,0,DE,iOS,0
113,A_control,20.0,0,NL,iOS,0
114,B_treatment,22.0,1,PL,iOS,0
115,A_control,20.0,0,FR,Android,0
116,B_treatment,22.0,1,PL,Web,0
117,B_treatment,22.0,1,DE,Android,0
118,B_treatment,22.0,1,FR,Android,1
119,A_control,20.0,0,PL,Android,0
120,B_treatment,22.0,1,FR,iOS,0
121,B_treatment,22.0,1,NL,Android,0
122,B_treatment,22.0,1,DE,Android,0
123,A_control,20.0,0,FR,iOS,0
124,A_control,20.0,0,PL,iOS,0
125,A_control,20.0,0,DE,iOS,0
126,A_control,20.0,0,NL,Android,0
127,A_control,20.0,0,PL,Web,0
128,A_control,20.0,0,NL,Web,1
129,A_control,20.0,0,PL,iOS,0
130,B_treatment,22.0,1,PL,iOS,1
131,A_control,20.0,0,DE,iOS,0
132,B_treatment,22.0,1,NL,iOS,0
133,B_treatment,22.0,1,FR,Android,0
134,A_control,20.0,0,NL,iOS,0
135,B_treatment,22.0,1,NL,Android,0
136,A_control,20.0,0,DE,Android,1
137,B_treatment,22.0,1,NL,Android,0
138,A_control,20.0,0,FR,Web,0
139,B_treatment,22.0,1,NL,Web,0
140,A_control,20.0,0,FR,Android,0
141,A_control,20.0,0,FR,Web,0
142,A_control,20.0,0,NL,iOS,1
143,B_treatment,22.0,1,LT,Android,0
144,B_treatment,22.0,1,PL,iOS,0
145,A_control,20.0,0,NL,Android,0
146,A_control,20.0,0,PL,Android,0
147,A_control,20.0,0,NL,Web,0
148,B_treatment,22.0,1,PL,Web,0
149,A_control,20.0,0,DE,Web,0
150,A_control,20.0,0,NL,Web,0
151,B_treatment,22.0,1,DE,iOS,0
152,B_treatment,22.0,1,LT,Web,0
153,A_control,20.0,0,PL,Android,0
154,B_treatment,22.0,1,NL,Android,0
155,A_control,20.0,0,LT,iOS,0
156,B_treatment,22.0,1,NL,Android,0
157,A_control,20.0,0,DE,Android,0
158,B_treatment,22.0,1,PL,Web,0
159,B_treatment,22.0,1,DE,Web,0
160,B_treatment,22.0,1,DE,Web,1
161,A_control,20.0,0,DE,Android,0
162,B_treatment,22.0,1,PL,Web,0
163,A_control,20.0,0,LT,Android,0
164,A_control,20.0,0,LT,iOS,0
165,B_treatment,22.0,1,FR,iOS,0
166,A_control,20.0,0,DE,iOS,0
167,B_treatment,22.0,1,DE,iOS,0
168,B_treatment,22.0,1,DE,Web,0
169,A_control,20.0,0,LT,iOS,0
170,B_treatment,22.0,1,DE,Web,0
171,A_control,20.0,0,FR,iOS,0
172,B_treatment,22.0,1,LT,Web,0
173,A_control,20.0,0,LT,Android,0
174,B_treatment,22.0,1,PL,iOS,0
175,A_control,20.0,0,DE,iOS,0
176,A_control,20.0,0,LT,iOS,0
177,A_control,20.0,0,DE,iOS,0
178,B_treatment,22.0,1,PL,Web,0
179,B_treatment,22.0,1,PL,iOS,0
180,B_treatment,22.0,1,DE,Android,0
181,B_treatment,22.0,1,DE,Web,0
182,B_treatment,22.0,1,DE,Android,0
183,B_treatment,22.0,1,DE,Web,0
184,A_control,20.0,0,DE,iOS,0
185,B_treatment,22.0,1,DE,Web,0
186,B_treatment,22.0,1,DE,Android,0
187,A_control,20.0,0,DE,iOS,1
188,A_control,20.0,0,FR,Web,0
189,B_treatment,22.0,1,FR,Android,0
190,A_control,20.0,0,FR,iOS,1
191,B_treatment,22.0,1,PL,Web,0
192,A_control,20.0,0,FR,Web,0
193,A_control,20.0,0,FR,Android,0
194,B_treatment,22.0,1,PL,Web,0
195,A_control,20.0,0,FR,Web,0
196,A_control,20.0,0,DE,Web,0
197,B_treatment,22.0,1,NL,iOS,0
198,B_treatment,22.0,1,FR,Android,0
199,A_control,20.0,0,LT,Android,0
200,A_control,20.0,0,NL,Android,0
201,B_treatment,22.0,1,LT,Android,0
202,B_treatment,22.0,1,PL,Android,0
203,B_treatment,22.0,1,FR,Web,0
204,A_control,20.0,0,DE,Web,0
205,A_control,20.0,0,FR,iOS,0
206,A_control,20.0,0,FR,Android,0
207,A_control,20.0,0,NL,iOS,0
208,B_treatment,22.0,1,NL,Android,0
209,A_control,20.0,0,FR,Web,0
210,B_treatment,22.0,1,PL,Android,0
211,B_treatment,22.0,1,FR,iOS,0
212,B_treatment,22.0,1,PL,Web,0
213,A_control,20.0,0,DE,Web,0
214,B_treatment,22.0,1,NL,Web,0
215,B_treatment,22.0,1,NL,Android,0
216,B_treatment,22.0,1,LT,iOS,0
217,A_control,20.0,0,NL,Android,0
218,A_control,20.0,0,LT,Android,0
219,B_treatment,22.0,1,NL,Web,0
220,A_control,20.0,0,PL,Web,0
221,A_control,20.0,0,DE,iOS,0
222,A_control,20.0,0,LT,Web,0
223,B_treatment,22.0,1,NL,Android,0
224,B_treatment,22.0,1,FR,Android,0
225,A_control,20.0,0,DE,Web,0
226,B_treatment,22.0,1,DE,iOS,1
227,A_control,20.0,0,FR,iOS,0
228,B_treatment,22.0,1,NL,Android,0
229,B_treatment,22.0,1,NL,Android,1
230,A_control,20.0,0,DE,Web,0
231,A_control,20.0,0,LT,Android,0
232,A_control,20.0,0,DE,Android,0
233,B_treatment,22.0,1,PL,Android,0
234,B_treatment,22.0,1,NL,iOS,0
235,B_treatment,22.0,1,DE,Android,0
236,B_treatment,22.0,1,FR,Android,1
237,A_control,20.0,0,PL,Web,0
238,B_treatment,22.0,1,LT,iOS,0
239,A_control,20.0,0,FR,iOS,0
240,A_control,20.0,0,LT,iOS,1
241,B_treatment,22.0,1,FR,Web,0
242,B_treatment,22.0,1,PL,Android,0
243,A_control,20.0,0,PL,Web,0
244,B_treatment,22.0,1,DE,Web,0
245,B_treatment,22.0,1,NL,Web,0
246,B_treatment,22.0,1,PL,Web,0
247,B_treatment,22.0,1,DE,iOS,0
248,A_control,20.0,0,PL,iOS,0
249,A_control,20.0,0,FR,Android,0
250,A_control,20.0,0,FR,iOS,0
251,B_treatment,22.0,1,PL,Android,0
252,B_treatment,22.0,1,NL,iOS,0
253,A_control,20.0,0,FR,Web,0
254,A_control,20.0,0,LT,Android,0
255,A_control,20.0,0,NL,Android,0
256,B_treatment,22.0,1,NL,Android,0
257,B_treatment,22.0,1,DE,Web,0
258,A_control,20.0,0,NL,Web,0
259,A_control,20.0,0,PL,Web,0
260,B_treatment,22.0,1,PL,iOS,0
261,A_control,20.0,0,FR,iOS,0
262,B_treatment,22.0,1,PL,Android,0
263,A_control,20.0,0,DE,Android,0
264,A_control,20.0,0,NL,Web,0
265,B_treatment,22.0,1,FR,Android,1
266,A_control,20.0,0,PL,Android,0
267,A_control,20.0,0,PL,iOS,1
268,A_control,20.0,0,PL,Web,0
269,A_control,20.0,0,FR,Web,0
270,A_control,20.0,0,NL,Android,0
271,A_control,20.0,0,FR,Web,0
272,A_control,20.0,0,FR,Web,0
273,A_control,20.0,0,PL,iOS,0
274,B_treatment,22.0,1,NL,Web,0
275,B_treatment,22.0,1,NL,iOS,0
276,A_control,20.0,0,DE,iOS,0
277,A_control,20.0,0,LT,Web,0
278,B_treatment,22.0,1,DE,iOS,0
279,B_treatment,22.0,1,DE,Android,0
280,B_treatment,22.0,1,PL,Web,0
281,A_control,20.0,0,LT,Web,1
282,A_control,20.0,0,DE,Web,0
283,A_control,20.0,0,LT,Web,0
284,A_control,20.0,0,FR,Android,0
285,B_treatment,22.0,1,DE,Web,0
286,A_control,20.0,0,PL,iOS,0
287,A_control,20.0,0,DE,iOS,1
288,A_control,20.0,0,DE,iOS,0
289,B_treatment,22.0,1,DE,Android,0
290,A_control,20.0,0,NL,iOS,0
291,B_treatment,22.0,1,DE,iOS,0
292,A_control,20.0,0,FR,Android,0
293,B_treatment,22.0,1,PL,Android,0
294,A_control,20.0,0,LT,iOS,0
295,B_treatment,22.0,1,DE,iOS,0
296,B_treatment,22.0,1,PL,iOS,0
297,B_treatment,22.0,1,LT,iOS,0
298,B_treatment,22.0,1,PL,Android,1
299,B_treatment,22.0,1,DE,Android,0
300,B_treatment,22.0,1,DE,Web,0
301,B_treatment,22.0,1,DE,Android,1
302,A_control,20.0,0,LT,Android,0
303,B_treatment,22.0,1,FR,iOS,0
304,B_treatment,22.0,1,FR,iOS,0
305,B_treatment,22.0,1,FR,iOS,1
306,A_control,20.0,0,FR,Web,0
307,A_control,20.0,0,FR,Android,0
308,B_treatment,22.0,1,DE,Web,0
309,A_control,20.0,0,LT,Android,0
310,A_control,20.0,0,PL,iOS,0
311,A_control,20.0,0,PL,Web,1
312,A_control,20.0,0,DE,iOS,1
313,A_control,20.0,0,FR,Web,0
314,A_control,20.0,0,DE,Android,0
315,A_control,20.0,0,LT,Web,0
316,A_control,20.0,0,FR,Web,0
317,A_control,20.0,0,PL,iOS,0
318,B_treatment,22.0,1,PL,iOS,1
319,A_control,20.0,0,FR,Web,0
320,B_treatment,22.0,1,FR,Android,0
321,B_treatment,22.0,1,LT,iOS,0
322,A_control,20.0,0,NL,Web,0
323,A_control,20.0,0,NL,Android,0
324,B_treatment,22.0,1,DE,Web,0
325,B_treatment,22.0,1,DE,Android,0
326,B_treatment,22.0,1,NL,iOS,0
327,B_treatment,22.0,1,LT,iOS,0
328,B_treatment,22.0,1,NL,Android,0
329,B_treatment,22.0,1,FR,Web,1
330,A_control,20.0,0,DE,Web,0
331,B_treatment,22.0,1,DE,Android,0
332,A_control,20.0,0,NL,Web,0
333,B_treatment,22.0,1,FR,Android,0
334,B_treatment,22.0,1,DE,Android,0
335,A_control,20.0,0,DE,iOS,0
336,B_treatment,22.0,1,PL,Android,0
337,A_control,20.0,0,LT,Android,0
338,B_treatment,22.0,1,PL,Web,0
339,A_control,20.0,0,PL,Android,0
340,B_treatment,22.0,1,DE,Android,0
341,A_control,20.0,0,PL,iOS,0
342,B_treatment,22.0,1,FR,Web,0
343,B_treatment,22.0,1,NL,Web,0
344,B_treatment,22.0,1,FR,Web,0
